Accession Number,Image File,Main Title,Parent Title,Object Type,Creator Name,Creator Birth Year,Creator Death Year,Creator Nationality,Creator Gender,Creator Role,Creator Birth Place,Creator Death Place,Additional Creator Name,Additional Creator Birth Year,Additional Creator Death Year,Additional Creator Nationality,Additional Creator Gender,Additional Creator Birth Location,Additional Creator Death Location,Additional Creator Role,Earliest Date Created,Latest Date Created,Display Date Created,Credit Line,Copyright,Medium,Subject Keywords,Object Link,Measurement Height,Measurement Width,Measurement Depth,Measurement Units,Measurement Extent,Related Object ID,Related Object Relationship Type,Related Object Note
1961.17,ACMAA_1961-17 .tif,The Scalp,,sculpture,Frederic Remington,1861,1909,American,male,artist,"Canton, New York","Ridgefield, Connecticut",,,,,,,,,1898,1898,1898,"Amon Carter Museum of American Art, Fort Worth, Texas",,Bronze,"horses, Scalping, Scalps, Animals, horseback riding, Native American, Indians of North America",http://www.cartermuseum.org/artworks/2300,64.8,52.4,26.7,cm,,,,
1961.172,ACMAA_1961-172.tif,Watching for the Smoke Signal,,watercolors,Charles M. Russell,1864,1926,American,male,artist,"St. Louis, Missouri","Great Falls, Montana",,,,,,,,,1907,1907,1907,"Amon Carter Museum of American Art, Fort Worth, Texas",,Transparent and opaque watercolor over graphite underdrawing on paper,"Blackfoot, Crow, Indians of North America, horses, Native American",http://www.cartermuseum.org/artworks/2417,55.6,81,,cm,,,,
1961.174,ACMAA_1961-174.tif,"Running Fight Between Crees and Blackfeet, Old Style Warfare",,watercolors,Charles M. Russell,1864,1926,American,male,artist,"St. Louis, Missouri","Great Falls, Montana",,,,,,,,,1895,1895,1895,"Amon Carter Museum of American Art, Fort Worth, Texas",,Watercolor and graphite on paper,"Fighting, Cree, Blackfeet, Blackfoot, Indians of North America, battles, horses",http://www.cartermuseum.org/artworks/2418,35.2,50.2,,cm,,,,
1961.177,ACMAA_1961-177.tif,War Council,,watercolors,Charles M. Russell,1864,1926,American,male,artist,"St. Louis, Missouri","Great Falls, Montana",,,,,,,,,1895,1900,ca. 1896,"Amon Carter Museum of American Art, Fort Worth, Texas",,Transparent and opaque watercolor and graphite on paper,"Tribal chiefs, Indians of North America, horses, Native American",http://www.cartermuseum.org/artworks/2419,36.2,53.3,,cm,,,,
1961.180,ACMAA_1961-180.tif,Loops and Swift Horses are Surer than Lead,,paintings,Charles M. Russell,1864,1926,American,male,artist,"St. Louis, Missouri","Great Falls, Montana",,,,,,,,,1916,1916,1916,"Amon Carter Museum of American Art, Fort Worth, Texas",,Oil on canvas,"Grizzly bears, Cowboys, horses, Roping, Animals, horseback riding",http://www.cartermuseum.org/artworks/2420,76.5,122.2,,cm,,,,
1961.184,ACMAA_1961-184.tif,Caught Napping,,watercolors,Charles M. Russell,1864,1926,American,male,artist,"St. Louis, Missouri","Great Falls, Montana",,,,,,,,,1898,1898,1898,"Amon Carter Museum of American Art, Fort Worth, Texas",,Transparent and opaque watercolor over graphite underdrawing on paper,"Moose hunting, canoes, Great Lakes, Indians of North America, Native American",http://www.cartermuseum.org/artworks/2421,27.8,37.9,,cm,,,,
1961.185,ACMAA_1961-185.tif,Bucking Horse and Cowboy,,watercolors,Charles M. Russell,1864,1926,American,male,artist,"St. Louis, Missouri","Great Falls, Montana",,,,,,,,,1920,1926,ca. 1925,"Amon Carter Museum of American Art, Fort Worth, Texas",,Transparent and opaque watercolor and ink over graphite underdrawing on paper,"Cowboys, bronc busting, horses",http://www.cartermuseum.org/artworks/2422,33.7,28.6,,cm,,,,
1961.186,ACMAA_1961-186.tif,Cowboy Camp During the Roundup,,paintings,Charles M. Russell,1864,1926,American,male,artist,"St. Louis, Missouri","Great Falls, Montana",,,,,,,,,1885,1887,ca. 1885-1887,"Amon Carter Museum of American Art, Fort Worth, Texas",,Oil on canvas,"Cowboys, military camps, Montana, horses, tents",http://www.cartermuseum.org/artworks/2423,59.7,120,,cm,,,,
1961.187,ACMAA_1961-187.tif,Bucking Horse and Cowgirl,,watercolors,Charles M. Russell,1864,1926,American,male,artist,"St. Louis, Missouri","Great Falls, Montana",,,,,,,,,1920,1926,ca. 1925,"Amon Carter Museum of American Art, Fort Worth, Texas",,Ink with transparent and opaque watercolor over graphite underdrawing on paper,"Cowgirls, bronc busting, horses",http://www.cartermuseum.org/artworks/2424,34,28.6,,cm,,,,
1961.19,ACMAA_1961-19.tif,The Mountain Man,,sculpture,Frederic Remington,1861,1909,American,male,artist,"Canton, New York","Ridgefield, Connecticut",,,,,,,,,1903,1903,1903,"Amon Carter Museum of American Art, Fort Worth, Texas",,Bronze,"trappers, fur trade, horses, mountain men, Animals, horseback riding",http://www.cartermuseum.org/artworks/2301,73.3,31.1,28,cm,,,,
1961.190,ACMAA_1961-190.tif,Nattuce,,watercolors,Charles M. Russell,1864,1926,American,male,artist,"St. Louis, Missouri","Great Falls, Montana",,,,,,,,,1903,1903,1903,"Amon Carter Museum of American Art, Fort Worth, Texas",,Transparent and opaque watercolor over graphite underdrawing on paper,"Chippewa, Ojibwa, portraits, Native American, Indians of North America",http://www.cartermuseum.org/artworks/2426,34.9,25.4,,cm,,,,
1961.192,ACMAA_1961-192.tif,A Moment of Great Peril in a Cowboy's Career,,watercolors,Charles M. Russell,1864,1926,American,male,artist,"St. Louis, Missouri","Great Falls, Montana",,,,,,,,,1900,1905,ca. 1904,"Amon Carter Museum of American Art, Fort Worth, Texas",,Transparent and opaque watercolor over graphite underdrawing on paper,"Cowboys, horses, Cattle, Roping, Horseback riding, Animals",http://www.cartermuseum.org/artworks/2427,61,40.6,,cm,,,,
1961.193,ACMAA_1961-193.tif,Huntsman and Dogs,,watercolors,Charles M. Russell,1864,1926,American,male,artist,"St. Louis, Missouri","Great Falls, Montana",,,,,,,,,1898,1898,1898,"Amon Carter Museum of American Art, Fort Worth, Texas",,Transparent and opaque watercolor over graphite underdrawing on paper,"dogs, hunters, hunting, Pets, Animals",http://www.cartermuseum.org/artworks/2428,26.7,37.2,,cm,,,,
1961.194,ACMAA_1961-194.tif,Bringing Home the Meat,,paintings,Charles M. Russell,1864,1926,American,male,artist,"St. Louis, Missouri","Great Falls, Montana",,,,,,,,,1891,1896,ca. 1891-1896,"Amon Carter Museum of American Art, Fort Worth, Texas",,Oil on canvas,"Indians of North America, hunting, pronghorn antelope, women, children, infants, horses",http://www.cartermuseum.org/artworks/2429,91.7,53.6,,cm,,,,
1961.195,ACMAA_1961-195.tif,Lewis and Clark on the Lower Columbia,,watercolors,Charles M. Russell,1864,1926,American,male,artist,"St. Louis, Missouri","Great Falls, Montana",,,,,,,,,1905,1905,1905,"Amon Carter Museum of American Art, Fort Worth, Texas",,Opaque and transparent watercolor over graphite underdrawing on paper,"Indians of North America, canoes, explorers, boats, Columbia River, Lewis and Clark Expedition, Washington, Oregon",http://www.cartermuseum.org/artworks/27799,47.6,60.6,,cm,,,,
1961.196,ACMAA_1961-196.tif,A Tight Dally and a Loose Latigo,,paintings,Charles M. Russell,1864,1926,American,male,artist,"St. Louis, Missouri","Great Falls, Montana",,,,,,,,,1920,1920,1920,"Amon Carter Museum of American Art, Fort Worth, Texas",,Oil on canvas,"Cattle, roping, lasso, Cowboys, horses, horseback riding",http://www.cartermuseum.org/artworks/2430,76.8,122.6,,cm,,,,
1961.198,ACMAA_1961-198.tif,Roping a Wolf,,watercolors,Charles M. Russell,1864,1926,American,male,artist,"St. Louis, Missouri","Great Falls, Montana",,,,,,,,,1901,1901,1901,"Amon Carter Museum of American Art, Fort Worth, Texas",,Transparent and opaque watercolor over graphite underdrawing on paper,"Wolves, Cowboys, roping, horses, Animals, horseback riding",http://www.cartermuseum.org/artworks/2431,25.4,35.6,,cm,,,,
1961.199,ACMAA_1961-199.tif,Death Battle of Buffalo and Grizzly Bear,,watercolors,Charles M. Russell,1864,1926,American,male,artist,"St. Louis, Missouri","Great Falls, Montana",,,,,,,,,1902,1902,1902,"Amon Carter Museum of American Art, Fort Worth, Texas",,"Ink wash, opaque watercolor, and graphite on paper","Grizzly bears, buffalo, Fighting, death, Bison, Animals",http://www.cartermuseum.org/artworks/2432,30.2,45.4,,cm,,,,
1961.2,ACMAA_1961-2 .tif,The Broncho Buster,,sculpture,Frederic Remington,1861,1909,American,male,artist,"Canton, New York","Ridgefield, Connecticut",,,,,,,,,1895,1895,1895,"Amon Carter Museum of American Art, Fort Worth, Texas",,Bronze,"Cowboys, bronc busting, rodeos, horses, Animals, horseback riding",http://www.cartermuseum.org/artworks/263,60,49.5,32.4,cm,,,,
1961.201,ACMAA_1961-201.tif,In Without Knocking,,paintings,Charles M. Russell,1864,1926,American,male,artist,"St. Louis, Missouri","Great Falls, Montana",,,,,,,,,1909,1909,1909,"Amon Carter Museum of American Art, Fort Worth, Texas",,Oil on canvas,"saloons, pistols, Cowboys, Fighting, horses, horseback riding",http://www.cartermuseum.org/artworks/336,51.1,75.9,,cm,,,,
1961.205,ACMAA_1961-205.tif,Smoke of a .45,,paintings,Charles M. Russell,1864,1926,American,male,artist,"St. Louis, Missouri","Great Falls, Montana",,,,,,,,,1908,1908,1908,"Amon Carter Museum of American Art, Fort Worth, Texas",,Oil on canvas,"Cowboys, pistols, saloons, horses, horseback riding",http://www.cartermuseum.org/artworks/2433,61.9,92,,cm,,,,
1961.209,ACMAA_1961-209.tif,Wild Horse Hunters,,paintings,Charles M. Russell,1864,1926,American,male,artist,"St. Louis, Missouri","Great Falls, Montana",,,,,,,,,1913,1913,1913,"Amon Carter Museum of American Art, Fort Worth, Texas",,Oil on canvas,"horses, lasso, cowboys, roping, horseback riding",http://www.cartermuseum.org/artworks/2435,76.2,119,,cm,,,,
1961.22,ACMAA_1961-22.tif,The Savage,,sculpture,Frederic Remington,1861,1909,American,male,artist,"Canton, New York","Ridgefield, Connecticut",,,,,,,,,1908,1908,1908,"Amon Carter Museum of American Art, Fort Worth, Texas",,Bronze,"Indians of North America, portraits, busts, profiles, Native American, men",http://www.cartermuseum.org/artworks/2302,27.3,15.2,15.2,cm,,,,
1961.224,ACMAA_1961-224.tif,Ridden Down,,paintings,Frederic Remington,1861,1909,American,male,artist,"Canton, New York","Ridgefield, Connecticut",,,,,,,,,1905,1906,ca. 1905-1906,"Amon Carter Museum of American Art, Fort Worth, Texas",,Oil on canvas,"Indians of North America, horses, Native American",http://www.cartermuseum.org/artworks/2437,76.8,130.2,,cm,,,,
1961.226,ACMAA_1961-226.tif,Her Calf,,drawings,Frederic Remington,1861,1909,American,male,artist,"Canton, New York","Ridgefield, Connecticut",,,,,,,,,1897,1897,1897,"Amon Carter Museum of American Art, Fort Worth, Texas",,"Ink, ink wash, and opaque watercolor on paper","Indians of North America, buffalo, Bison hunting, Rabbits",http://www.cartermuseum.org/artworks/2438,54,96.5,,cm,,,,
1961.227,ACMAA_1961-227.tif,A Cavalryman's Breakfast on the Plains,,paintings,Frederic Remington,1861,1909,American,male,artist,"Canton, New York","Ridgefield, Connecticut",,,,,,,,,1890,1893,ca. 1892,"Amon Carter Museum of American Art, Fort Worth, Texas",,Oil on canvas,"cavalry, military camps, soldiers, U.S. Army, cooking, horses, military uniforms, Eating & drinking",http://www.cartermuseum.org/artworks/2439,56.2,81.6,,cm,,,,
1961.229,ACMAA_1961-229.tif,An Indian Trapper,,paintings,Frederic Remington,1861,1909,American,male,artist,"Canton, New York","Ridgefield, Connecticut",,,,,,,,,1889,1889,1889,"Amon Carter Museum of American Art, Fort Worth, Texas",,Oil on canvas,"Indians of North America, horses, trapping, trappers, mountains, horseback riding, Native American",http://www.cartermuseum.org/artworks/332,124.5,86.7,,cm,,,,
1961.23,ACMAA_1961-23.tif,Coming Through the Rye,,sculpture,Frederic Remington,1861,1909,American,male,artist,"Canton, New York","Ridgefield, Connecticut",,,,,,,,,1902,1902,1902,"Amon Carter Museum of American Art, Fort Worth, Texas",,Bronze,"Cowboys, horses, pistols, whiskey, celebration, Animals, horseback riding",http://www.cartermuseum.org/artworks/329,78.4,75.6,71.8,cm,,,,
1961.230,ACMAA_1961-230.tif,The Fall of the Cowboy,,paintings,Frederic Remington,1861,1909,American,male,artist,"Canton, New York","Ridgefield, Connecticut",,,,,,,,,1895,1895,1895,"Amon Carter Museum of American Art, Fort Worth, Texas",,Oil on canvas,"Cowboys, fences, horses, winter, snow, horseback riding, weather",http://www.cartermuseum.org/artworks/333,63.3,89.3,,cm,,,,
1961.231,ACMAA_1961-231.tif,His First Lesson,,paintings,Frederic Remington,1861,1909,American,male,artist,"Canton, New York","Ridgefield, Connecticut",,,,,,,,,1903,1903,1903,"Amon Carter Museum of American Art, Fort Worth, Texas",,Oil on canvas,"Cowboys, horses, saddles, bronco busting",http://www.cartermuseum.org/artworks/2441,69.2,101.6,,cm,,,,
1961.232,ACMAA_1961-232.tif,The Old Stage-Coach of the Plains,,paintings,Frederic Remington,1861,1909,American,male,artist,"Canton, New York","Ridgefield, Connecticut",,,,,,,,,1901,1901,1901,"Amon Carter Museum of American Art, Fort Worth, Texas",,Oil on canvas,"night scenes, stagecoaches, horses, travel",http://www.cartermuseum.org/artworks/330,102.2,69.2,,cm,,,,
1961.235,ACMAA_1961-235.tif,Crow Indians Firing into the Agency,,paintings,Frederic Remington,1861,1909,American,male,artist,"Canton, New York","Ridgefield, Connecticut",,,,,,,,,1887,1887,1887,"Amon Carter Museum of American Art, Fort Worth, Texas",,Oil on paper mounted to board,"Crow, Indians of North America, log cabins, rifles, horses, Animals, horseback riding, Indian reservations",http://www.cartermuseum.org/artworks/2442,45,63.8,,cm,,,,
1961.237,ACMAA_1961-237.tif,The Infantry Soldier,,pastels,Frederic Remington,1861,1909,American,male,artist,"Canton, New York","Ridgefield, Connecticut",,,,,,,,,1901,1901,1901,"Amon Carter Museum of American Art, Fort Worth, Texas",,Pastel and graphite on paper,"soldiers, U.S. Army, infantry, rifles, Indian Wars",http://www.cartermuseum.org/artworks/2443,73.7,40.3,,cm,,,,
1961.238,ACMAA_1961-238.tif,"Cavalryman of the Line, Mexico",,paintings,Frederic Remington,1861,1909,American,male,artist,"Canton, New York","Ridgefield, Connecticut",,,,,,,,,1889,1889,1889,"Amon Carter Museum of American Art, Fort Worth, Texas",,Oil on canvas,"Mexico, cavalry, horses, barracks, soldiers, military uniforms, horseback riding",http://www.cartermuseum.org/artworks/2444,61.3,50.8,,cm,,,,
1961.239,ACMAA_1961-239.tif,Drum Corps,,paintings,Frederic Remington,1861,1909,American,male,artist,"Canton, New York","Ridgefield, Connecticut",,,,,,,,,1889,1889,1889,"Amon Carter Museum of American Art, Fort Worth, Texas",,Oil on panel,"soldiers, drums, Mexico, street scenes, parades, bugles, musical instruments, military uniforms",http://www.cartermuseum.org/artworks/2445,46,71.4,,cm,,,,
1961.240,ACMAA_1961-240.tif,Morgan's Raiders Capturing a Train,,drawings,Frederic Remington,1861,1909,American,male,artist,"Canton, New York","Ridgefield, Connecticut",,,,,,,,,1890,1900,ca. 1895,"Amon Carter Museum of American Art, Fort Worth, Texas",,"Ink, ink wash, and opaque watercolor on paper","American Civil War, Confederate, cavalry, Mules, Wagon trains, horseback riding, Horses, Animals",http://www.cartermuseum.org/artworks/2446,55.6,74.9,,cm,,,,
1961.241,ACMAA_1961-241.tif,The Old Transcontinentals,,drawings,Frederic Remington,1861,1909,American,male,artist,"Canton, New York","Ridgefield, Connecticut",,,,,,,,,1885,1895,ca. 1890,"Amon Carter Museum of American Art, Fort Worth, Texas",,Ink and graphite on paper,"Mules, Covered wagons",http://www.cartermuseum.org/artworks/2447,17.2,57.5,,cm,,,,
1961.242,ACMAA_1961-242.tif,The Long-Horn Cattle Sign,,paintings,Frederic Remington,1861,1909,American,male,artist,"Canton, New York","Ridgefield, Connecticut",,,,,,,,,1908,1908,1908,"Amon Carter Museum of American Art, Fort Worth, Texas",,Oil on canvas,"Cowboys, Indians of North America, cattle, sign language, horseback riding, Horses, stampedes",http://www.cartermuseum.org/artworks/2448,68.9,101.6,,cm,,,,
1961.243,ACMAA_1961-243.tif,Through the Smoke Sprang the Daring Soldier,,paintings,Frederic Remington,1861,1909,American,male,artist,"Canton, New York","Ridgefield, Connecticut",,,,,,,,,1897,1897,1897,"Amon Carter Museum of American Art, Fort Worth, Texas",,Oil on canvas,"cavalry, snow, Cheyenne, military uniforms, soldiers, Native American, Indians of North America",http://www.cartermuseum.org/artworks/331,69.2,101.6,,cm,,,,
1961.244,ACMAA_1961-244.tif,Cavalry in an Arizona Sand-Storm,,paintings,Frederic Remington,1861,1909,American,male,artist,"Canton, New York","Ridgefield, Connecticut",,,,,,,,,1889,1889,1889,"Amon Carter Museum of American Art, Fort Worth, Texas",,Oil on canvas,"cavalry, U.S. Army, Arizona, sandstorms, wind, soldiers, Horses, horseback riding",http://www.cartermuseum.org/artworks/2449,56.2,89.5,,cm,,,,
1961.246,ACMAA_1961-246.tif,The Right of the Road -- A Hazardous Encounter on a Rocky Mountain Trail,,paintings,Frederic Remington,1861,1909,American,male,artist,"Canton, New York","Ridgefield, Connecticut",,,,,,,,,1900,1900,1900,"Amon Carter Museum of American Art, Fort Worth, Texas",,Oil on canvas,"bicycles, horses, stagecoaches, Rocky Mountains, Animals",http://www.cartermuseum.org/artworks/2450,68.9,101.9,,cm,,,,
1961.25,ACMAA_1961-25.tif,The Cheyenne,,sculpture,Frederic Remington,1861,1909,American,male,artist,"Canton, New York","Ridgefield, Connecticut",,,,,,,,,1901,1901,1901,"Amon Carter Museum of American Art, Fort Worth, Texas",,Bronze,"horses, Cheyenne, Indians of North America, Animals, horseback riding, Native American",http://www.cartermuseum.org/artworks/2303,58.4,59.7,21.3,cm,,,,
1961.250,ACMAA_1961-250.tif,The Smoke Signal,,paintings,Frederic Remington,1861,1909,American,male,artist,"Canton, New York","Ridgefield, Connecticut",,,,,,,,,1905,1905,1905,"Amon Carter Museum of American Art, Fort Worth, Texas",,Oil on canvas,"horses, saddles, skulls, fires, Indians of North America, Animals, smoke signals, Native American",http://www.cartermuseum.org/artworks/2451,77.1,122.6,,cm,,,,
1961.255,ACMAA_1961-255.tif,The Posse,,watercolors,Charles M. Russell,1864,1926,American,male,artist,"St. Louis, Missouri","Great Falls, Montana",,,,,,,,,1895,1895,1895,"Amon Carter Museum of American Art, Fort Worth, Texas",,Transparent and opaque watercolor on paper,"group portraits, horseback riding, Horses, police officers",http://www.cartermuseum.org/artworks/2452,35.6,51.1,,cm,,,,
1961.256,ACMAA_1961-256.tif,"Throwing Herself from the Saddle, She Slid Precipitately into the Washout, Just as Denver Thundered Up",,watercolors,Charles M. Russell,1864,1926,American,male,artist,"St. Louis, Missouri","Great Falls, Montana",,,,,,,,,1905,1905,1905,"Amon Carter Museum of American Art, Fort Worth, Texas",,Transparent and opaque watercolor over graphite underdrawing on paper,"horses, women, women, Animals, Cowgirls",http://www.cartermuseum.org/artworks/2453,35.6,28.9,,cm,,,,
